SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,DMDEDUC2,INDFMPIR
21900,2,10,1,NA,0.42
21901,1,64,1,1,1.07
21902,1,8,3,NA,2.18
21903,2,3,4,NA,0.82
21904,1,13,5,NA,4.35
21905,1,78,1,2,3.28
21906,2,0,4,NA,3.28
21907,1,71,3,4,1.2
21908,1,13,1,NA,0.48
21909,2,85,3,3,1.56
21910,1,57,3,2,3.3
21911,2,0,3,NA,5
21912,1,22,5,4,1.29
21913,1,56,1,1,2.1
21914,2,2,1,NA,2.32
21915,2,65,1,5,4.95
21916,2,10,3,NA,3.98
21917,1,13,3,NA,2.48
21918,1,2,4,NA,0.34
21919,1,6,5,NA,0.09
21920,2,17,1,NA,0.76
21921,1,5,4,NA,0.66
21922,2,66,2,1,0.69
21923,1,22,4,2,0.89
21924,2,60,4,3,2.42
21925,1,1,1,NA,0.96
21926,2,36,3,3,3.83
21927,2,23,1,4,1.41
21928,1,40,4,5,5
21929,2,41,3,4,1.25
21930,1,16,4,NA,3.18
21931,1,9,3,NA,0.77
21932,1,13,3,NA,5
21933,2,48,4,2,0.96
21934,1,71,1,1,1.98
21935,2,33,4,4,1.91
21936,2,0,1,NA,0.54
21937,1,2,4,NA,0.25
21938,1,0,1,NA,1.13
21939,2,13,4,NA,3.25
21940,1,2,3,NA,4.51
21941,1,18,1,NA,NA
21942,2,34,3,5,5
21943,1,17,1,NA,1.44
21944,1,20,4,2,5
21945,2,18,4,NA,2
21946,2,3,1,NA,0.94
21947,1,12,3,NA,3.4
21948,2,5,3,NA,2.92
21949,2,34,5,5,4.24
21950,2,16,4,NA,0.81
21951,2,16,4,NA,0.58
21952,1,21,4,2,NA
21953,2,11,3,NA,2.86
21954,2,73,3,5,5
21955,2,1,1,NA,0.23
21956,1,85,3,3,4.83
21957,1,42,4,4,2.17
21958,2,80,4,4,1.67
21959,2,1,4,NA,1.27
21960,1,3,1,NA,0.96
21961,2,0,4,NA,1.22
21962,1,51,3,4,4.8
21963,2,2,3,NA,0.64
21964,1,0,3,NA,0.38
21965,1,9,3,NA,0.8
21966,2,18,3,NA,1.86
21967,1,2,3,NA,0.57
21968,2,0,3,NA,0.38
21969,1,10,4,NA,1.39
21970,2,14,2,NA,0.66
21971,1,4,3,NA,0.69
21972,1,54,3,4,4
21973,2,4,5,NA,4.47
21974,2,62,3,5,5
21975,2,17,4,NA,5
21976,2,12,4,NA,1.41
21977,1,4,4,NA,0.07
21978,2,84,3,3,2.58
21979,1,0,1,NA,0.23
21980,1,19,4,NA,0.27
21981,2,85,1,1,0.06
21982,2,83,3,5,3.65
21983,2,18,3,NA,4.51
21984,1,10,4,NA,2.06
21985,1,5,1,NA,0.84
21986,2,75,3,2,1.07
21987,1,66,5,5,1.22
21988,1,22,4,4,NA
21989,2,4,3,NA,4.64
21990,2,5,4,NA,3
21991,1,28,1,3,1.44
21992,1,64,3,1,1.07
21993,1,85,4,1,1.44
21994,2,85,3,3,4.8
21995,1,32,4,4,2.78
21996,1,50,3,5,3.2
21997,2,14,1,NA,1.02
21998,1,2,3,NA,4.54
21999,2,85,3,4,1.67
22000,2,34,1,1,1.9
22001,1,2,3,NA,0
22002,2,22,3,4,1.2
22003,2,9,3,NA,5
22004,2,61,1,1,1.07
22005,2,70,1,1,NA
22006,2,0,1,NA,NA
22007,1,74,1,1,0
22008,1,19,5,NA,0.22
22009,2,77,3,4,3.3
22010,1,0,4,NA,0.49
22011,2,62,1,2,2.44
22012,2,31,4,5,5
22013,2,19,1,NA,3.11
22014,2,80,3,2,3.96
22015,2,5,4,NA,1.16
22016,2,6,4,NA,NA
22017,1,6,1,NA,1.86
22018,1,71,1,1,1.09
22019,2,19,1,NA,0.35
22020,2,52,3,2,1.72
22021,2,18,1,NA,NA
22022,1,12,4,NA,0.89
22023,2,51,4,2,5
22024,2,71,3,3,2.89
22025,2,30,3,4,1.91
22026,2,13,3,NA,5
22027,1,1,5,NA,1.59
22028,1,74,3,1,1.11
22029,1,16,1,NA,0
22030,1,15,1,NA,1.58
22031,2,7,4,NA,1.53
22032,2,13,4,NA,NA
22033,2,11,3,NA,1.54
22034,2,38,4,3,1.86
22035,2,16,1,NA,4.79
22036,1,10,3,NA,1.15
22037,1,0,1,NA,2.65
22038,2,10,1,NA,1.14
22039,2,1,4,NA,0.32
22040,1,7,4,NA,1.44
22041,2,5,4,NA,0.56
22042,1,29,5,5,0.83
22043,1,32,1,4,3.28
22044,2,1,3,NA,0.16
22045,1,61,4,5,5
22046,2,12,1,NA,2.39
22047,2,72,1,3,5
22048,2,71,3,2,5
22049,1,65,3,5,1.92
22050,1,17,1,NA,2.12
22051,2,21,4,4,0
22052,1,15,1,NA,3.01
22053,2,15,3,NA,1.65
22054,2,15,4,NA,1.46
22055,2,32,3,3,1.91
22056,2,17,3,NA,0.28
22057,1,9,1,NA,0.02
22058,1,67,1,1,0.96
22059,2,25,3,5,5
22060,1,11,3,NA,2.79
22061,1,9,2,NA,2.72
22062,1,57,3,2,0.48
22063,2,44,4,4,3.26
22064,2,26,4,3,1.68
22065,1,15,4,NA,1.06
22066,2,5,4,NA,NA
22067,2,46,1,3,NA
22068,2,33,3,3,3.97
22069,2,85,3,1,1.16
22070,1,29,3,5,1.9
22071,2,78,3,1,1.92
22072,2,11,2,NA,1.76
22073,1,0,1,NA,0.8
22074,2,1,4,NA,2.45
22075,1,43,3,4,5
22076,1,12,4,NA,NA
22077,1,11,5,NA,4.24
22078,2,3,3,NA,0.27
22079,1,13,4,NA,1.26
22080,1,16,1,NA,1.39
22081,1,18,3,NA,3.28
22082,2,4,3,NA,5
22083,1,20,3,4,2.65
22084,1,18,4,NA,0.69
22085,1,78,3,1,1.01
22086,2,12,4,NA,0.46
22087,2,4,5,NA,1.63
22088,2,85,3,2,1.67
22089,1,15,4,NA,2.06
22090,2,52,4,2,2.8
22091,2,68,3,5,5
22092,1,8,1,NA,1.27
22093,2,51,3,4,4.35
22094,2,32,1,2,1.36
22095,1,61,1,1,0.33
22096,1,65,5,3,2.8
22097,1,1,3,NA,5
22098,2,37,1,4,NA
22099,1,1,3,NA,5
22100,2,15,4,NA,1.91
22101,1,7,3,NA,3.98
22102,1,15,3,NA,5
22103,1,61,3,4,3.2
22104,2,72,5,1,5
22105,1,79,3,1,1.28
22106,1,17,4,NA,0.96
22107,1,66,4,4,1.6
22108,1,29,4,4,0.76
22109,2,70,3,3,0.8
22110,1,71,1,1,1.31
22111,1,35,2,2,1.7
22112,2,1,1,NA,2.55
22113,2,7,4,NA,1.31
22114,2,19,4,NA,4.54
22115,2,40,3,4,2.16
22116,2,13,4,NA,1.02
22117,2,2,5,NA,4.59
22118,2,2,4,NA,1.52
22119,1,13,1,NA,1.62
22120,2,8,3,NA,0.93
22121,2,1,1,NA,0.77
22122,1,72,3,3,3.04
22123,1,16,4,NA,2.04
22124,2,4,4,NA,0.28
22125,2,4,3,NA,4.5
22126,1,83,3,4,1.65
22127,2,51,4,3,NA
22128,2,0,3,NA,0.7
22129,1,30,1,4,2.69
22130,1,14,4,NA,0.62
22131,2,27,3,5,5
22132,1,18,4,NA,4.09
22133,2,4,4,NA,0.64
22134,2,85,3,5,2.23
22135,2,15,4,NA,1.59
22136,1,70,1,1,1.31
22137,2,77,3,4,1.2
22138,2,5,1,NA,3.67
22139,1,63,5,3,NA
22140,2,52,3,5,2.64
22141,2,16,4,NA,0.96
22142,1,84,3,3,1.66
22143,2,51,3,5,4.79
22144,1,85,4,1,1.38
22145,2,10,4,NA,0.93
22146,1,60,1,1,0.33
22147,1,2,4,NA,1.7
22148,2,10,1,NA,0.59
22149,2,59,3,3,3.6
22150,2,24,4,4,5
22151,1,3,4,NA,0.39
22152,2,2,3,NA,1.33
22153,1,48,1,1,3.67
22154,2,14,3,NA,3.83
22155,2,12,1,NA,0.44
22156,1,14,4,NA,1.08
22157,2,1,1,NA,2.17
22158,1,9,4,NA,3.06
22159,1,5,2,NA,0
22160,1,12,1,NA,3.67
22161,1,11,3,NA,2.17
22162,2,54,3,5,5
22163,1,27,4,5,0.91
22164,2,23,4,5,5
22165,1,50,3,4,0.97
22166,1,16,4,NA,2.19
22167,2,0,4,NA,0.55
22168,2,18,4,NA,1.34
22169,1,3,3,NA,1.27
22170,2,7,3,NA,NA
22171,2,19,4,NA,0.29
22172,1,9,2,NA,1.39
22173,1,1,1,NA,0.83
22174,2,14,4,NA,3.06
22175,2,16,4,NA,0.78
22176,1,35,4,5,3.71
22177,1,83,3,2,1.36
22178,2,1,1,NA,1.59
22179,2,35,4,1,0.69
22180,1,35,3,5,5
22181,1,0,3,NA,2.15
22182,2,51,3,3,5
22183,2,72,3,4,1.6
22184,2,8,4,NA,0.78
22185,2,26,1,4,4.15
22186,1,22,3,3,NA
22187,1,15,4,NA,0.64
22188,1,70,3,1,1.08
22189,2,5,4,NA,0.38
22190,2,0,1,NA,0.7
22191,2,3,5,NA,1.45
22192,1,2,3,NA,5
22193,1,26,4,2,2.42
22194,1,46,3,4,5
22195,1,50,4,4,2.48
22196,2,12,4,NA,0.6
22197,1,46,5,3,0.8
22198,1,20,3,4,3.26
22199,2,37,3,3,5
22200,1,0,1,NA,3.28
22201,2,3,4,NA,0.39
22202,2,84,3,3,1.5
22203,2,52,4,3,2.34
22204,1,10,3,NA,1.36
22205,1,2,1,NA,0.68
22206,2,25,3,4,3.47
22207,1,12,1,NA,0.64
22208,2,17,1,NA,1.91
22209,1,8,4,NA,0.57
22210,1,52,4,4,5
22211,1,32,1,3,0.74
22212,2,0,4,NA,NA
22213,2,69,3,5,1.2
22214,2,19,4,NA,0.25
22215,2,80,3,2,2.79
22216,2,49,3,3,NA
22217,2,18,3,NA,0.15
22218,1,12,1,NA,5
22219,1,61,3,2,1.2
22220,2,51,3,5,3.76
22221,2,0,1,NA,0.7
22222,2,54,5,5,5
22223,2,0,3,NA,0.77
22224,2,83,3,3,1.6
22225,2,9,4,NA,5
22226,2,60,1,1,NA
22227,1,3,1,NA,1.11
22228,1,1,3,NA,1.64
22229,1,14,4,NA,1.15
22230,1,23,1,2,2.15
22231,1,80,3,4,1.49
22232,1,12,3,NA,0
22233,1,15,1,NA,0.59
22234,1,29,3,3,1.28
22235,1,15,4,NA,1.16
22236,1,25,4,5,5
22237,1,14,4,NA,NA
22238,1,14,3,NA,0.82
22239,1,64,3,2,1.02
22240,2,0,3,NA,0.46
22241,1,30,3,3,2.97
22242,1,9,3,NA,3.02
22243,2,48,1,3,1.7
22244,2,11,4,NA,1.86
22245,1,85,1,1,1.79
22246,1,17,4,NA,1.36
22247,2,2,5,NA,0.32
22248,1,61,1,1,3.34
22249,1,77,3,2,4.12
22250,1,2,1,NA,3.14
22251,1,24,3,3,1.75
22252,2,36,3,5,5
22253,1,78,3,4,1.98
22254,2,58,3,1,1.2
22255,2,46,3,3,3.18
22256,1,4,1,NA,0.46
22257,1,2,1,NA,2.36
22258,1,15,2,NA,0.36
22259,2,16,1,NA,1.64
22260,1,6,4,NA,3.7
22261,2,42,1,3,1.98
22262,1,15,4,NA,3.44
22263,2,14,1,NA,0.83
22264,1,47,4,4,5
22265,1,18,3,NA,0.45
22266,2,0,3,NA,1.09
22267,2,60,1,1,3.84
22268,2,74,3,5,2.96
22269,1,1,4,NA,NA
22270,1,68,4,4,1.2
22271,2,74,3,3,5
22272,2,48,4,5,5
22273,2,9,1,NA,0.91
22274,1,16,3,NA,3.4
22275,2,52,3,4,5
22276,2,14,4,NA,0.79
22277,2,16,4,NA,0.57
22278,1,71,4,1,1.07
22279,1,82,4,2,3.63
22280,2,31,3,2,2.18
22281,2,2,1,NA,1.63
22282,2,13,1,NA,5
22283,1,64,5,5,3.63
22284,2,82,1,3,1.67
22285,1,46,3,3,4.09
22286,2,14,4,NA,2.06
22287,2,56,3,4,NA
22288,1,2,1,NA,0.69
22289,2,85,3,5,5
22290,2,11,4,NA,2.32
22291,2,21,4,3,0
22292,1,51,3,4,3.22
22293,1,7,1,NA,0.41
22294,1,10,4,NA,NA
22295,2,14,4,NA,1.06
22296,1,70,4,1,2.6
22297,1,64,1,1,1.44
22298,2,15,3,NA,3.98
22299,2,29,3,4,1.53
22300,2,13,4,NA,0.85
22301,1,2,3,NA,1.05
22302,1,40,3,4,3.98
22303,1,2,4,NA,0.18
22304,1,8,4,NA,1.07
22305,1,12,4,NA,0.28
22306,2,32,4,4,1.09
22307,2,77,4,1,NA
22308,2,41,1,4,1.44
22309,1,29,1,3,0.64
22310,2,12,4,NA,4.95
22311,1,17,3,NA,3.24
22312,1,76,3,1,1.2
22313,2,0,1,NA,0.82
22314,2,46,4,4,2.67
22315,1,44,3,3,0.36
22316,2,41,4,3,2.9
22317,1,57,5,4,3.98
22318,1,13,4,NA,1.1
22319,2,16,4,NA,3.4
22320,2,77,5,9,NA
22321,1,52,2,5,2.9
22322,2,9,2,NA,1.92
22323,1,63,3,5,4.13
22324,2,18,3,NA,3.26
22325,2,72,1,3,1.82
22326,2,5,1,NA,0.42
22327,2,3,1,NA,2.34
22328,2,61,1,2,0.75
22329,1,85,3,5,5
22330,2,21,3,3,2
22331,2,14,4,NA,1.28
22332,1,12,3,NA,5
22333,1,68,4,4,2.24
22334,1,2,1,NA,0.76
22335,2,58,1,4,2.48
22336,2,4,3,NA,5
22337,1,4,1,NA,1.08
22338,1,0,3,NA,1.09
22339,2,50,5,4,3.87
22340,1,9,1,NA,1.09
22341,2,12,4,NA,1.63
22342,2,2,3,NA,0.49
22343,2,65,4,4,1.6
22344,2,30,4,3,0.78
22345,2,16,3,NA,2.91
22346,2,85,3,5,4.8
22347,2,20,1,2,0.57
22348,1,24,2,4,2.58
22349,1,85,3,2,1.65
22350,1,78,3,2,1.29
22351,2,9,4,NA,0.49
22352,2,4,3,NA,1.33
22353,1,0,1,NA,2.43
22354,1,12,4,NA,1.44
22355,2,15,1,NA,0.66
22356,1,20,3,3,4.64
22357,2,8,4,NA,0.53
22358,1,21,3,3,1.76
22359,1,84,4,5,5
22360,2,17,2,NA,0.32
22361,2,13,4,NA,NA
22362,1,54,4,5,5
22363,1,64,5,5,0.67
22364,1,84,3,1,2
22365,1,49,3,5,5
22366,2,26,3,4,3.2
22367,2,11,2,NA,5
22368,2,6,3,NA,NA
22369,2,56,4,4,2.48
22370,1,36,1,1,NA
22371,1,21,3,4,0.75
22372,2,18,4,NA,0.45
22373,1,0,4,NA,1.84
22374,1,85,3,4,5
22375,1,43,3,4,4.08
22376,1,62,4,4,5
22377,2,13,3,NA,5
22378,2,30,3,5,4.91
22379,2,18,4,NA,0.79
22380,1,10,4,NA,NA
22381,2,16,4,NA,1.22
22382,2,1,4,NA,0.58
22383,2,26,3,4,5
22384,2,51,3,4,2.08
22385,1,2,4,NA,1.02
22386,1,3,5,NA,0.8
22387,2,54,3,3,NA
22388,1,19,3,NA,5
22389,1,12,1,NA,3.71
22390,1,17,1,NA,0.95
22391,1,29,4,4,1.03
22392,2,29,5,5,3.87
22393,1,2,1,NA,0
22394,2,8,3,NA,NA
22395,2,12,4,NA,0.58
22396,2,70,3,3,NA
22397,2,15,4,NA,0.28
22398,2,50,3,5,4.7
22399,1,5,1,NA,2.99
22400,1,1,3,NA,0.07
22401,2,11,1,NA,0
22402,1,27,4,2,0.77
22403,2,24,4,4,0.69
22404,2,42,3,5,3.98
22405,1,80,3,3,1.24
22406,1,69,4,3,1.91
22407,1,68,4,1,1.18
22408,1,85,3,3,2.97
22409,1,71,3,1,1.52
22410,1,83,3,3,4
22411,1,5,1,NA,2.72
22412,2,4,2,NA,1.76
22413,2,68,4,2,5
22414,1,25,3,5,2.69
22415,2,84,3,4,5
22416,2,33,3,5,4.79
22417,2,85,4,4,1.41
22418,2,83,3,5,3.51
22419,1,15,3,NA,4.24
22420,2,7,4,NA,0.24
22421,2,4,1,NA,2.68
22422,2,14,1,NA,2.27
22423,1,18,1,NA,0.65
22424,2,24,3,3,NA
22425,1,14,5,NA,1.17
22426,1,0,1,NA,1.17
22427,1,73,2,4,2.48
22428,1,32,5,4,5
22429,2,85,4,2,2.15
22430,1,14,4,NA,1.18
22431,2,2,1,NA,1.25
22432,2,15,3,NA,0.53
22433,1,44,1,4,0.89
22434,2,17,4,NA,0.92
22435,1,11,3,NA,3.08
22436,2,13,2,NA,1.85
22437,2,3,3,NA,0.48
22438,2,1,4,NA,NA
22439,1,79,1,3,0.89
22440,2,15,3,NA,4.64
22441,2,18,1,NA,0.32
22442,2,52,3,3,5
22443,2,38,3,4,3.34
22444,1,78,1,3,1.32
22445,2,71,1,4,1.06
22446,1,25,3,3,NA
22447,1,10,3,NA,5
22448,1,78,3,3,2.55
22449,2,28,1,5,2.64
22450,2,85,3,4,2.23
22451,1,17,1,NA,0.07
22452,2,72,3,4,4.13
22453,2,45,4,3,0.85
22454,2,85,3,3,5
22455,1,19,4,NA,5
22456,1,49,3,5,5
22457,2,78,4,1,1.44
22458,2,64,1,1,1.98
22459,2,8,3,NA,2.56
22460,1,20,3,4,0.32
22461,1,43,3,3,NA
22462,1,13,4,NA,1.18
22463,2,7,1,NA,1.02
22464,1,3,3,NA,3.63
22465,1,73,3,4,4.85
22466,1,29,1,2,2.8
22467,1,20,4,2,1.9
22468,2,46,5,2,0.85
22469,1,46,3,5,5
22470,1,17,3,NA,4.21
22471,1,2,4,NA,0
22472,2,60,5,4,2.56
22473,1,19,1,NA,0.91
22474,2,59,3,3,1.36
22475,2,65,4,1,1.04
22476,2,16,1,NA,0.82
22477,2,75,3,3,1.65
22478,2,15,1,NA,0
22479,2,63,3,3,3.3
22480,1,61,1,3,0.64
22481,2,6,4,NA,NA
22482,1,17,1,NA,1.09
22483,1,18,1,NA,4.9
22484,2,25,4,2,4.59
22485,2,20,3,3,3.6
22486,2,12,3,NA,2.72
22487,1,16,1,NA,0.79
22488,2,63,3,1,1.24
22489,1,41,1,4,1.44
22490,2,17,1,NA,1.65
22491,2,2,4,NA,0.61
22492,1,51,3,3,5
22493,2,11,4,NA,1.18
22494,1,10,3,NA,1.11
22495,2,32,4,5,NA
22496,1,1,4,NA,3.84
22497,1,11,4,NA,0.96
22498,1,14,4,NA,4.54
22499,1,0,1,NA,0.96
22500,1,0,3,NA,4.31
22501,1,37,1,2,1.86
22502,2,12,4,NA,1.2
22503,2,6,4,NA,4.26
22504,2,26,3,3,5
22505,2,38,4,3,0.64
22506,2,20,3,4,NA
22507,1,63,3,3,3.92
22508,1,2,1,NA,1.01
22509,1,18,4,NA,5
22510,1,17,1,NA,1.85
22511,2,11,4,NA,0.46
22512,1,5,5,NA,1.2
22513,1,55,3,4,4.4
22514,1,65,3,4,5
22515,2,20,1,2,0.74
22516,2,40,1,2,1.52
22517,2,34,4,4,0.66
22518,1,13,3,NA,3.65
22519,1,34,4,3,3.06
22520,2,13,4,NA,0.7
22521,2,15,4,NA,0.58
22522,1,30,3,5,5
22523,1,1,4,NA,0.64
22524,2,1,3,NA,1.24
22525,1,54,5,2,5
22526,2,14,3,NA,1.74
22527,2,85,3,4,1.36
22528,2,60,3,4,5
22529,2,69,3,3,1.65
22530,1,75,3,5,3.2
22531,2,22,3,4,0.81
22532,1,4,3,NA,1.17
22533,1,27,5,4,4.83
22534,2,24,1,3,0.7
22535,1,11,4,NA,3.17
22536,2,1,3,NA,1.88
22537,2,40,4,5,5
22538,2,19,2,NA,0.24
22539,2,16,4,NA,3.43
22540,1,4,3,NA,3.87
22541,1,18,3,NA,0.2
22542,2,75,3,5,5
22543,1,47,3,4,5
22544,2,0,1,NA,3.61
22545,2,24,3,4,1.2
22546,2,75,4,2,5
22547,1,28,1,3,1.14
22548,2,15,1,NA,NA
22549,2,31,1,5,4.46
22550,1,13,1,NA,1.21
22551,1,53,4,4,3.13
22552,2,1,1,NA,1.44
22553,1,66,3,5,0.38
22554,1,63,3,3,NA
22555,2,36,3,4,0.75
22556,2,1,3,NA,0.91
22557,1,65,3,1,0.86
22558,1,27,1,2,0.16
22559,1,44,3,5,3.93
22560,1,0,4,NA,NA
22561,2,37,4,4,4.66
22562,2,80,2,1,0.79
22563,1,1,4,NA,0.32
22564,2,7,1,NA,0.36
22565,1,74,3,1,0.96
22566,1,3,1,NA,0.06
22567,1,61,3,1,1.2
22568,2,14,1,NA,0.98
22569,1,83,3,4,3.3
22570,2,17,1,NA,1.41
22571,2,32,1,1,1.82
22572,1,70,3,2,5
22573,2,85,3,4,3.66
22574,2,47,3,3,1.93
22575,2,43,2,4,0.82
22576,1,0,4,NA,3.51
22577,1,45,2,4,1.11
22578,2,14,1,NA,0.64
22579,1,61,5,4,5
22580,1,66,4,1,0.96
22581,2,17,4,NA,3.71
22582,1,16,3,NA,3.98
22583,2,36,4,3,0.34
22584,1,11,2,NA,0.35
22585,2,0,1,NA,0.59
22586,2,32,3,4,3.22
22587,2,13,1,NA,1.41
22588,1,16,4,NA,0.79
22589,2,5,1,NA,0.94
22590,1,2,3,NA,5
22591,2,80,3,2,5
22592,2,51,3,5,4.24
22593,1,25,3,5,4
22594,1,35,4,3,1.34
22595,1,44,3,2,0.51
22596,1,45,3,4,4.62
22597,2,72,4,3,1.83
22598,2,76,3,2,0.86
22599,2,0,1,NA,0
22600,2,3,2,NA,0.45
22601,1,30,2,5,3.02
22602,2,64,3,5,3.22
22603,2,60,4,2,4.64
22604,2,61,1,1,0.75
22605,1,11,1,NA,2.27
22606,1,6,3,NA,0.74
22607,1,7,1,NA,1.91
22608,2,24,3,2,1.6
22609,1,5,1,NA,1.41
22610,1,42,4,3,2.06
22611,1,49,3,3,5
22612,2,22,4,4,1.24
22613,2,15,3,NA,3.28
22614,1,0,1,NA,0.45
22615,1,8,3,NA,0.85
22616,1,9,3,NA,1.06
22617,1,6,4,NA,0.74
22618,2,12,4,NA,1.44
22619,2,43,3,4,1.27
22620,2,26,3,4,5
22621,2,37,4,2,0.37
22622,2,38,3,4,1.43
22623,1,7,1,NA,2.36
22624,2,0,4,NA,1.21
22625,2,13,4,NA,1.49
22626,1,2,4,NA,0.82
22627,2,1,3,NA,3.6
22628,2,12,3,NA,2.65
22629,2,79,4,2,1.79
22630,2,42,3,3,1.46
22631,1,84,1,1,0.99
22632,1,2,3,NA,0.46
22633,2,52,3,4,2.24
22634,2,16,3,NA,3.26
22635,2,33,1,2,1.54
22636,1,3,2,NA,0.82
22637,1,65,1,2,2.03
22638,2,73,3,4,3.9
22639,1,31,1,1,1.5
22640,2,37,1,4,1.35
22641,1,8,4,NA,0.24
22642,1,5,2,NA,0.32
22643,2,51,3,4,2.4
22644,2,13,1,NA,5
22645,2,4,3,NA,5
22646,1,72,3,2,NA
22647,2,0,1,NA,2.62
22648,2,0,3,NA,1.75
22649,2,4,1,NA,2.23
22650,2,5,3,NA,0.12
22651,1,13,1,NA,0.5
22652,1,65,3,5,5
22653,2,5,3,NA,1.91
22654,1,19,4,NA,0.58
22655,1,0,3,NA,1.57
22656,1,2,2,NA,1.11
22657,2,4,4,NA,2.16
22658,1,11,1,NA,0.73
22659,2,48,3,5,3.71
22660,1,59,3,5,5
22661,1,12,1,NA,0.2
22662,2,62,1,1,0.67
22663,1,70,3,4,NA
22664,1,79,5,3,NA
22665,2,23,3,4,2.79
22666,1,6,3,NA,NA
22667,1,16,1,NA,1.45
22668,1,85,3,5,2.81
22669,2,9,3,NA,0.82
22670,1,19,1,NA,1.31
22671,2,43,3,5,5
22672,2,65,1,3,3.76
22673,2,17,4,NA,1.72
22674,1,11,4,NA,0.49
22675,1,33,4,4,0.56
22676,1,59,1,5,5
22677,2,83,3,2,1.06
22678,2,15,4,NA,1.21
22679,1,69,3,2,1.02
22680,2,30,3,5,5
22681,1,22,5,3,3.83
22682,1,78,3,2,2.4
22683,1,38,1,3,1.52
22684,2,14,3,NA,4.18
22685,1,18,4,NA,2.93
22686,2,14,1,NA,0.77
22687,1,28,1,3,3.14
22688,1,41,3,2,3.9
22689,2,28,3,5,2.45
22690,2,29,3,2,3.88
22691,1,36,4,3,3.01
22692,2,68,3,2,2.68
22693,2,84,3,2,1.06
22694,1,42,4,4,4.45
22695,2,7,1,NA,0.49
22696,1,55,3,5,4.35
22697,2,67,3,3,1.28
22698,1,43,3,3,1.25
22699,2,16,4,NA,1.54
22700,1,2,3,NA,0.14
22701,1,17,3,NA,4.24
22702,2,0,2,NA,5
22703,1,0,3,NA,4.08
22704,2,8,4,NA,0.82
22705,1,17,3,NA,2.99
22706,2,0,4,NA,1.1
22707,2,62,3,4,2.72
22708,2,54,3,3,2.08
22709,1,38,2,2,0
22710,2,1,1,NA,1.35
22711,2,17,2,NA,3.63
22712,2,31,3,7,NA
22713,1,46,1,1,1.41
22714,2,15,1,NA,0.05
22715,1,18,4,NA,0.74
22716,2,13,1,NA,1.46
22717,2,5,4,NA,0.13
22718,1,20,4,3,5
22719,1,69,5,4,2.74
22720,1,16,1,NA,3.26
22721,1,2,3,NA,5
22722,2,15,3,NA,1.6
22723,1,81,3,3,2.23
22724,2,48,4,3,NA
22725,1,16,4,NA,4.89
22726,1,63,1,1,1.44
22727,1,51,3,5,3.02
22728,1,13,3,NA,2.79
22729,1,6,4,NA,2
22730,2,49,1,2,2.06
22731,1,13,4,NA,1
22732,1,53,3,3,3.22
22733,2,2,1,NA,1.24
22734,2,63,1,1,1.08
22735,1,0,5,NA,5
22736,1,12,2,NA,1.41
22737,1,3,2,NA,5
22738,2,2,4,NA,1.9
22739,2,12,3,NA,1.06
22740,1,13,1,NA,1.7
22741,2,37,1,4,0.86
22742,2,14,4,NA,2.45
22743,1,17,4,NA,4.11
22744,1,61,3,4,0.57
22745,1,43,3,5,5
22746,2,13,3,NA,3.98
22747,2,4,4,NA,1.02
22748,1,36,3,4,0.22
22749,2,33,4,2,5
22750,2,44,4,4,2.12
22751,2,15,4,NA,2.34
22752,2,14,4,NA,NA
22753,2,27,4,2,1.4
22754,2,49,5,1,NA
22755,1,16,3,NA,2.79
22756,2,28,4,2,0.8
22757,2,33,3,4,0.33
22758,2,35,3,5,4.64
22759,2,1,2,NA,1.11
22760,1,2,3,NA,5
22761,2,10,4,NA,NA
22762,2,72,3,5,1.92
22763,2,43,4,4,5
22764,1,19,4,NA,1.36
22765,2,14,3,NA,2.72
22766,2,44,3,4,1.17
22767,2,31,2,5,5
22768,1,15,1,NA,2.84
22769,2,12,1,NA,2.84
22770,2,70,1,1,5
22771,1,0,1,NA,1.09
22772,2,64,3,5,0.51
22773,1,54,3,5,5
22774,1,8,4,NA,NA
22775,2,56,5,5,1.6
22776,2,5,4,NA,0.95
22777,1,72,3,4,1.09
22778,1,17,4,NA,NA
22779,2,19,4,NA,2.92
22780,2,82,3,1,1.18
22781,1,73,3,1,2.23
22782,2,79,1,1,1.29
22783,2,80,1,1,0.75
22784,2,82,4,2,1.66
22785,2,12,4,NA,NA
22786,2,38,1,3,3.3
22787,2,11,4,NA,5
22788,1,66,4,2,NA
22789,1,0,5,NA,1.17
22790,2,46,4,2,1.6
22791,1,0,3,NA,1.7
22792,1,9,4,NA,0.39
22793,2,36,3,4,4.08
22794,1,12,3,NA,1.15
22795,1,15,4,NA,5
22796,2,52,5,4,4
22797,2,83,4,4,0.89
22798,2,47,1,3,2.27
22799,2,2,1,NA,1.62
22800,2,53,1,4,4.77
22801,2,85,1,1,0
22802,2,73,3,1,0.86
22803,2,62,4,4,1.91
22804,2,3,1,NA,0.49
22805,1,2,2,NA,5
22806,2,17,1,NA,2.62
22807,1,3,4,NA,0.96
22808,2,39,3,1,0.28
22809,2,42,3,4,0.64
22810,1,6,3,NA,1.53
22811,1,1,3,NA,2.99
22812,1,12,5,NA,0.5
22813,1,55,3,1,NA
22814,2,2,3,NA,1.9
22815,1,18,5,NA,3.52
22816,1,14,3,NA,2.72
22817,2,69,3,3,1.4
22818,2,40,3,5,5
